298859,Air_India,AI-539,Chennai,Evening,one,Morning,Hyderabad,Business,17.5,22,51345
298860,Air_India,AI-538,Chennai,Night,one,Evening,Hyderabad,Business,23,22,51345
298861,Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Business,12.58,22,63889
298862,Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,22,63889
298863,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,22,63889
298864,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,22.83,22,63889
298865,Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,Business,25.83,22,63889
298866,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,22,66779
298867,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,11.67,22,66723
298868,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.42,22,66723
298869,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,22,69265
298870,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,22,79099
298871,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10,22,81585
298872,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,22,81585
298873,Air_India,AI-766,Chennai,Morning,one,Night,Hyderabad,Business,9.92,23,39432
298874,Air_India,AI-672,Chennai,Evening,one,Night,Hyderabad,Business,5.5,23,40593
298875,Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.25,23,40593
298876,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Hyderabad,Business,5.25,23,41064
298877,Vistara,UK-826,Chennai,Afternoon,one,Night,Hyderabad,Business,8.42,23,41064
298878,Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Business,11.17,23,41064
298879,Vistara,UK-824,Chennai,Night,one,Early_Morning,Hyderabad,Business,11.33,23,41064
298880,Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,Business,13.92,23,41064
298881,Vistara,UK-824,Chennai,Night,one,Afternoon,Hyderabad,Business,15.75,23,41064
298882,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,19.33,23,41064
298883,Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,Business,22.08,23,41064
298884,Vistara,UK-826,Chennai,Afternoon,one,Afternoon,Hyderabad,Business,23.75,23,41064
298885,Vistara,UK-824,Chennai,Night,one,Night,Hyderabad,Business,24.42,23,41064
298886,Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Hyderabad,Business,24.83,23,41064
298887,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,Business,26.5,23,41064
298888,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,6.25,23,51457
298889,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,9.17,23,51457
298890,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10.08,23,51457
298891,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,12.17,23,51457
298892,Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Business,12.58,23,51457
298893,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13,23,51457
298894,Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,23,51457
298895,Vistara,UK-832,Chennai,Early_Morning,one,Night,Hyderabad,Business,16,23,51457
298896,Vistara,UK-834,Chennai,Evening,one,Morning,Hyderabad,Business,16.5,23,51457
298897,Vistara,UK-834,Chennai,Evening,one,Afternoon,Hyderabad,Business,19.42,23,51457
298898,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,22.83,23,51457
298899,Vistara,UK-836,Chennai,Morning,one,Morning,Hyderabad,Business,22.92,23,51457
298900,Vistara,UK-836,Chennai,Morning,one,Afternoon,Hyderabad,Business,25.83,23,51457
298901,Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,Business,25.83,23,51457
298902,Vistara,UK-832,Chennai,Early_Morning,one,Morning,Hyderabad,Business,26.75,23,51457
298903,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,26.75,23,51457
298904,Air_India,AI-539,Chennai,Evening,one,Night,Hyderabad,Business,6.58,23,51345
298905,Air_India,AI-430,Chennai,Morning,one,Evening,Hyderabad,Business,9.42,23,51345
298906,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13.17,23,51345
298907,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,13.67,23,51345
298908,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,14.17,23,51345
298909,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,15.58,23,51345
298910,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,17.42,23,51345
298911,Air_India,AI-539,Chennai,Evening,one,Morning,Hyderabad,Business,17.5,23,51345
298912,Air_India,AI-538,Chennai,Night,one,Evening,Hyderabad,Business,23,23,51345
298913,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,23,58032
298914,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,23.83,23,58032
298915,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,23,66779
298916,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,23,69265
298917,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,23,79099
298918,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10,23,81585
298919,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,23,89537
298920,Air_India,AI-766,Chennai,Morning,one,Night,Hyderabad,Business,13,24,39432
298921,Air_India,AI-672,Chennai,Afternoon,one,Night,Hyderabad,Business,6.67,24,40593
298922,Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.25,24,40593
298923,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Hyderabad,Business,5.25,24,41064
298924,Vistara,UK-826,Chennai,Afternoon,one,Night,Hyderabad,Business,8.42,24,41064
298925,Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Business,11.17,24,41064
298926,Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,Business,13.92,24,41064
298927,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,19.33,24,41064
298928,Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,Business,22.08,24,41064
298929,Vistara,UK-826,Chennai,Afternoon,one,Afternoon,Hyderabad,Business,23.75,24,41064
298930,Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Hyderabad,Business,24.83,24,41064
298931,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,Business,26.5,24,41064
298932,Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Business,12.58,24,51457
298933,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13,24,51457
298934,Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,24,51457
298935,Vistara,UK-832,Chennai,Early_Morning,one,Night,Hyderabad,Business,16,24,51457
298936,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,24,51457
298937,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,22.83,24,51457
298938,Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,Business,25.83,24,51457
298939,Vistara,UK-832,Chennai,Early_Morning,one,Morning,Hyderabad,Business,26.75,24,51457
298940,Air_India,AI-539,Chennai,Evening,one,Night,Hyderabad,Business,6.58,24,51345
298941,Air_India,AI-430,Chennai,Morning,one,Evening,Hyderabad,Business,9.42,24,51345
298942,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13.17,24,51345
298943,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,13.67,24,51345
298944,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,14.17,24,51345
298945,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,15.58,24,51345
298946,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,17.42,24,51345
298947,Air_India,AI-539,Chennai,Evening,one,Morning,Hyderabad,Business,17.5,24,51345
298948,Air_India,AI-539,Chennai,Evening,one,Morning,Hyderabad,Business,18.92,24,51345
298949,Air_India,AI-538,Chennai,Night,one,Evening,Hyderabad,Business,23,24,51345
298950,Vistara,UK-824,Chennai,Night,one,Early_Morning,Hyderabad,Business,11.33,24,54089
298951,Vistara,UK-824,Chennai,Night,one,Afternoon,Hyderabad,Business,15.75,24,54089
298952,Vistara,UK-824,Chennai,Night,one,Night,Hyderabad,Business,24.42,24,54089
298953,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10.08,24,58032
298954,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,9.17,24,63889
298955,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,12.17,24,63889
298956,Vistara,UK-834,Chennai,Evening,one,Morning,Hyderabad,Business,16.5,24,63889
298957,Vistara,UK-834,Chennai,Evening,one,Afternoon,Hyderabad,Business,19.42,24,63889
298958,Vistara,UK-836,Chennai,Morning,one,Morning,Hyderabad,Business,22.92,24,63889
298959,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,23.83,24,63889
298960,Vistara,UK-836,Chennai,Morning,one,Afternoon,Hyderabad,Business,25.83,24,63889
298961,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,26.75,24,63889
298962,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,11.67,24,66723
298963,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.42,24,66723
298964,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,24,69265
298965,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,6.25,24,70464
298966,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,24,79211
298967,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,24,81585
298968,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10,24,88160
298969,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,24,91531
298970,Air_India,AI-766,Chennai,Early_Morning,one,Night,Hyderabad,Business,14.25,25,39432
298971,Air_India,AI-672,Chennai,Afternoon,one,Night,Hyderabad,Business,6.67,25,40593
298972,Air_India,AI-672,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,25,40593
298973,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Hyderabad,Business,5.25,25,41064
298974,Vistara,UK-826,Chennai,Afternoon,one,Night,Hyderabad,Business,8.42,25,41064
298975,Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Business,11.17,25,41064
298976,Vistara,UK-824,Chennai,Night,one,Early_Morning,Hyderabad,Business,11.33,25,41064
298977,Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,Business,13.92,25,41064
298978,Vistara,UK-824,Chennai,Night,one,Afternoon,Hyderabad,Business,15.75,25,41064
298979,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,19.33,25,41064
298980,Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,Business,22.08,25,41064
298981,Vistara,UK-826,Chennai,Afternoon,one,Afternoon,Hyderabad,Business,23.75,25,41064
298982,Vistara,UK-824,Chennai,Night,one,Night,Hyderabad,Business,24.42,25,41064
298983,Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Hyderabad,Business,24.83,25,41064
298984,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,Business,26.5,25,41064
298985,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,6.25,25,51457
298986,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,9.17,25,51457
298987,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10.08,25,51457
298988,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,12.17,25,51457
298989,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13,25,51457
298990,Vistara,UK-832,Chennai,Early_Morning,one,Night,Hyderabad,Business,16,25,51457
298991,Vistara,UK-834,Chennai,Evening,one,Morning,Hyderabad,Business,16.5,25,51457
298992,Vistara,UK-834,Chennai,Evening,one,Afternoon,Hyderabad,Business,19.42,25,51457
298993,Vistara,UK-836,Chennai,Morning,one,Morning,Hyderabad,Business,22.92,25,51457
298994,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,23.83,25,51457
298995,Vistara,UK-836,Chennai,Morning,one,Afternoon,Hyderabad,Business,25.83,25,51457
298996,Vistara,UK-832,Chennai,Early_Morning,one,Morning,Hyderabad,Business,26.75,25,51457
298997,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,26.75,25,51457
298998,Air_India,AI-539,Chennai,Evening,one,Night,Hyderabad,Business,6.58,25,51345
298999,Air_India,AI-430,Chennai,Morning,one,Evening,Hyderabad,Business,9.42,25,51345
299000,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13.17,25,51345
299001,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,13.67,25,51345
299002,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,14.17,25,51345
299003,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,15.58,25,51345
299004,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,17.42,25,51345
299005,Air_India,AI-539,Chennai,Evening,one,Morning,Hyderabad,Business,17.5,25,51345
299006,Air_India,AI-538,Chennai,Night,one,Evening,Hyderabad,Business,23,25,51345
299007,Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Business,12.58,25,63889
299008,Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,25,63889
299009,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,25,63889
299010,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,22.83,25,63889
299011,Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,Business,25.83,25,63889
299012,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,25,66779
299013,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,11.67,25,66723
299014,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.42,25,66723
299015,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,25,69265
299016,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,25,79099
299017,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10,25,89537
299018,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,25,89537
299019,Air_India,AI-766,Chennai,Morning,one,Night,Hyderabad,Business,9.92,26,39432
299020,Air_India,AI-672,Chennai,Evening,one,Night,Hyderabad,Business,5.5,26,40593
299021,Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.25,26,40593
299022,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Hyderabad,Business,5.25,26,41064
299023,Vistara,UK-826,Chennai,Afternoon,one,Night,Hyderabad,Business,8.42,26,41064
299024,Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Business,11.17,26,41064
299025,Vistara,UK-824,Chennai,Night,one,Early_Morning,Hyderabad,Business,11.33,26,41064
299026,Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,Business,13.92,26,41064
299027,Vistara,UK-824,Chennai,Night,one,Afternoon,Hyderabad,Business,15.75,26,41064
299028,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,19.33,26,41064
299029,Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,Business,22.08,26,41064
299030,Vistara,UK-826,Chennai,Afternoon,one,Afternoon,Hyderabad,Business,23.75,26,41064
299031,Vistara,UK-824,Chennai,Night,one,Night,Hyderabad,Business,24.42,26,41064
299032,Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Hyderabad,Business,24.83,26,41064
299033,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,Business,26.5,26,41064
299034,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,6.25,26,51457
299035,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,9.17,26,51457
299036,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10.08,26,51457
299037,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,12.17,26,51457
299038,Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Business,12.58,26,51457
299039,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13,26,51457
299040,Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,26,51457
299041,Vistara,UK-832,Chennai,Early_Morning,one,Night,Hyderabad,Business,16,26,51457
299042,Vistara,UK-834,Chennai,Evening,one,Morning,Hyderabad,Business,16.5,26,51457
299043,Vistara,UK-834,Chennai,Evening,one,Afternoon,Hyderabad,Business,19.42,26,51457
299044,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,26,51457
299045,Vistara,UK-836,Chennai,Morning,one,Morning,Hyderabad,Business,22.92,26,51457
299046,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,23.83,26,51457
299047,Vistara,UK-836,Chennai,Morning,one,Afternoon,Hyderabad,Business,25.83,26,51457
299048,Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,Business,25.83,26,51457
299049,Vistara,UK-832,Chennai,Early_Morning,one,Morning,Hyderabad,Business,26.75,26,51457
299050,Air_India,AI-539,Chennai,Evening,one,Night,Hyderabad,Business,6.58,26,51345
299051,Air_India,AI-430,Chennai,Morning,one,Evening,Hyderabad,Business,9.42,26,51345
299052,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13.17,26,51345
299053,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,13.67,26,51345
299054,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,14.17,26,51345
299055,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,15.58,26,51345
299056,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,17.42,26,51345
299057,Air_India,AI-539,Chennai,Evening,one,Morning,Hyderabad,Business,17.5,26,51345
299058,Air_India,AI-538,Chennai,Night,one,Evening,Hyderabad,Business,23,26,51345
299059,Air_India,AI-538,Chennai,Night,one,Night,Hyderabad,Business,24.25,26,51345
299060,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,22.83,26,58032
299061,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,26.75,26,58032
299062,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,26,66779
299063,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,26,77217
299064,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10,26,81585
299065,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,26,81585
299066,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,26,87051
299067,Air_India,AI-766,Chennai,Morning,one,Night,Hyderabad,Business,13,27,39432
299068,Air_India,AI-672,Chennai,Afternoon,one,Night,Hyderabad,Business,6.67,27,40593
299069,Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.25,27,40593
299070,Air_India,AI-672,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,16.33,27,40593
299071,Air_India,AI-569,Chennai,Early_Morning,one,Early_Morning,Hyderabad,Business,24.92,27,40593
299072,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Hyderabad,Business,5.25,27,41064
299073,Vistara,UK-826,Chennai,Afternoon,one,Night,Hyderabad,Business,8.42,27,41064
299074,Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Business,11.17,27,41064
299075,Vistara,UK-824,Chennai,Night,one,Early_Morning,Hyderabad,Business,11.33,27,41064
299076,Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,Business,13.92,27,41064
299077,Vistara,UK-824,Chennai,Night,one,Afternoon,Hyderabad,Business,15.75,27,41064
299078,Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,19.33,27,41064
299079,Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,Business,22.08,27,41064
299080,Vistara,UK-826,Chennai,Afternoon,one,Afternoon,Hyderabad,Business,23.75,27,41064
299081,Vistara,UK-824,Chennai,Night,one,Night,Hyderabad,Business,24.42,27,41064
299082,Vistara,UK-828,Chennai,Early_Morning,one,Early_Morning,Hyderabad,Business,24.83,27,41064
299083,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,Business,26.5,27,41064
299084,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,6.25,27,51457
299085,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10.08,27,51457
299086,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,12.17,27,51457
299087,Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Business,12.58,27,51457
299088,Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Business,15.5,27,51457
299089,Vistara,UK-832,Chennai,Early_Morning,one,Night,Hyderabad,Business,16,27,51457
299090,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,27,51457
299091,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,22.83,27,51457
299092,Vistara,UK-836,Chennai,Morning,one,Morning,Hyderabad,Business,22.92,27,51457
299093,Vistara,UK-836,Chennai,Morning,one,Afternoon,Hyderabad,Business,25.83,27,51457
299094,Vistara,UK-838,Chennai,Night,one,Night,Hyderabad,Business,25.83,27,51457
299095,Vistara,UK-832,Chennai,Early_Morning,one,Morning,Hyderabad,Business,26.75,27,51457
299096,Air_India,AI-539,Chennai,Evening,one,Night,Hyderabad,Business,6.58,27,51345
299097,Air_India,AI-430,Chennai,Morning,one,Evening,Hyderabad,Business,9.42,27,51345
299098,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,10.67,27,51345
299099,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13.17,27,51345
299100,Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,13.67,27,51345
299101,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,14.17,27,51345
299102,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,14.42,27,51345
299103,Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,15.58,27,51345
299104,Air_India,AI-440,Chennai,Early_Morning,one,Night,Hyderabad,Business,17.42,27,51345
299105,Air_India,AI-539,Chennai,Evening,one,Morning,Hyderabad,Business,17.5,27,51345
299106,Air_India,AI-538,Chennai,Night,one,Evening,Hyderabad,Business,23,27,51345
299107,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Business,9.17,27,58032
299108,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Business,13,27,58032
299109,Vistara,UK-834,Chennai,Evening,one,Morning,Hyderabad,Business,16.5,27,63889
299110,Vistara,UK-834,Chennai,Evening,one,Afternoon,Hyderabad,Business,19.42,27,63889
299111,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,23.83,27,63889
299112,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Business,26.75,27,63889
299113,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,27,66779
299114,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,27,75840
299115,Vistara,UK-836,Chennai,Morning,one,Night,Hyderabad,Business,10.17,27,79099
299116,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Hyderabad,Business,10,27,81585
299117,Vistara,UK-822,Chennai,Morning,one,Evening,Hyderabad,Business,10.17,27,88160
299118,Air_India,AI-766,Chennai,Morning,one,Night,Hyderabad,Business,9.92,28,39432
299119,Air_India,AI-672,Chennai,Afternoon,one,Night,Hyderabad,Business,6.67,28,40593
299120,Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.25,28,40593
299121,Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Hyderabad,Business,5.25,28,41064
299122,Vistara,UK-826,Chennai,Afternoon,one,Night,Hyderabad,Business,8.42,28,41064
299123,Vistara,UK-822,Chennai,Morning,one,Night,Hyderabad,Business,11.17,28,41064
